Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT
55,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,65,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
56,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,67,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
57,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,69,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
58,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,71,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
59,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,73,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
60,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,75,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
61,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,77,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
62,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,79,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
63,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,81,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
64,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,83,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
65,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,85,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
66,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,87,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
67,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,89,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
68,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,91,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
69,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,93,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
70,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,95,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
71,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,97,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
72,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,99,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
73,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,101,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
74,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,103,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
75,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,105,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
76,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,107,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
77,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,109,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
78,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,111,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
